"Title","Artist","Album","Time","BPM","Key","URL"
"29 Prodigy, Chinx Drugz &  French Montana - No Sunshine","Mobb Deep","Flash Mobb (20Th Year Anniversary)","03:48","92.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMobb%20Deep%20-%2029%20Prodigy,%20Chinx%20Drugz%20&%20%20French%20Montana%20-%20No%20Sunshine.mp3"
"2AM","Don Toliver","Hip-Hop & RNB Singles (LDS 231)","02:57","89.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20-%202AM.mp3"
"2TONE","Yeat feat. Don Toliver","DANGEROUS SUMMER","03:40","120.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYeat%20feat.%20Don%20Toliver%20-%202TONE.mp3"
"3 Boys","Omar Apollo","3 Boys","03:31","87.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COmar%20Apollo%20-%203%20Boys.mp3"
"3 Kings","Memphis Bleek feat. Smoke DZA & Benny the Butcher","Apt 3D","03:15","85.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMemphis%20Bleek%20feat.%20Smoke%20DZA%20&%20Benny%20the%20Butcher%20-%203%20Kings.mp3"
"30 - Freestyle","Mobb Deep","The Most Infamous Pt. 2","01:31","87.2","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMobb%20Deep%20-%2030%20-%20Freestyle.mp3"
"30 for 30","SZA & Kendrick Lamar","SOS Deluxe: LANA","04:38","140.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSZA%20&%20Kendrick%20Lamar%20-%2030%20for%2030.mp3"
"30 for 30 Freestyle","Drake","What a Time to Be Alive","04:09","89.4","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%2030%20for%2030%20Freestyle.mp3"
"32 - Adrenaline","Mobb Deep","The Most Infamous Pt. 2","01:46","94.2","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMobb%20Deep%20-%2032%20-%20Adrenaline.mp3"
"323","XH HX","XHK","04:41","88.2","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CXH%20HX%20-%20323.mp3"
"33 - Tough Love","Mobb Deep","The Most Infamous Pt. 2","02:29","89.8","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMobb%20Deep%20-%2033%20-%20Tough%20Love.mp3"
"33 Nu Shooz_ I Can_T Wait","DJ Jazzy Jeff & Mick Boogie","Summertime (The Mixtape)","01:31","103.7","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDJ%20Jazzy%20Jeff%20&%20Mick%20Boogie%20-%2033%20Nu%20Shooz_%20I%20Can_T%20Wait.mp3"
"34+35","Ariana Grande","positions","02:55","110.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAriana%20Grande%20-%2034+35.mp3"
"34-35 Remix","Ariana Grande, Doja Cat, & Megan Thee Stallion","Pop Singles (LDS 226)","03:21","110.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAriana%20Grande,%20Doja%20Cat,%20&%20Megan%20Thee%20Stallion%20-%2034-35%20Remix.mp3"
"3500","Travis Scott feat. Future & 2 Chainz","Rodeo","07:42","124.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20feat.%20Future%20&%202%20Chainz%20-%203500.mp3"
"3730","Treintisiete, Yeury Lebron","3730","02:18","108.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C3730-(137k).mp3"
"3AM on Glenwood","21 Savage","Her Loss","02:58","90.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20-%203AM%20on%20Glenwood.mp3"
"3EM05_1125","鷺巣詩郎","evangelion:3.0 you can (not) redo. original sound track","02:48","102.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C%E9%B7%BA%E5%B7%A3%E8%A9%A9%E9%83%8E%20-%203EM05_1125.mp3"
"3am","Loe Shimmy feat. Don Toliver","Rockstar Junkie","02:16","127.0","8d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLoe%20Shimmy%20feat.%20Don%20Toliver%20-%203am.mp3"
"4 AM (Adam K & Soha radio mix)","Kaskade","Strobelite Seduction","03:39","127.0","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKaskade%20-%204%20AM%20(Adam%20K%20&%20Soha%20radio%20mix).mp3"
"4 Me","Don Toliver & Kali Uchis","Hip-Hop & RNB Singles (LDS 239)","03:01","90.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20&%20Kali%20Uchis%20-%204%20Me.mp3"
"4 Me","Don Toliver feat. Kali Uchis","Love Sick","02:41","90.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20feat.%20Kali%20Uchis%20-%204%20Me.mp3"
"4 Raws","EsDeeKid","Rebel","02:27","144.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEsDeeKid%20-%204%20Raws.mp3"
"4 Seasons of Loneliness","Boyz II Men","Evolution","04:53","98.4","8d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBoyz%20II%20Men%20-%204%20Seasons%20of%20Loneliness.mp3"
"4 da Fam","Amil featuring Beanie Sigel, Memphis Bleek and Jay‐Z","A.M.I.L. (All Money Is Legal)","04:20","86.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAmil%20featuring%20Beanie%20Sigel,%20Memphis%20Bleek%20and%20Jay%E2%80%90Z%20-%204%20da%20Fam.mp3"
"4, 3, 2, 1","LL Cool J feat. Redman, Method Man, Canibus & DMX","The Source Presents Hip Hop Hits, Volume 2","04:18","96.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLL%20Cool%20J%20feat.%20Redman,%20Method%20Man,%20Canibus%20&%20DMX%20-%204,%203,%202,%201.mp3"
"40-16 Building","Nas","Magic","02:55","89.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNas%20-%2040-16%20Building.mp3"
"44 Bars","Ludacris","44 Bars","02:26","80.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLudacris%20-%2044%20Bars.mp3"
"4AM EN IBIZA","Eladio Carrion","4AM EN IBIZA","02:59","150.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEladio%20Carrion%20-%204AM%20EN%20IBIZA.mp3"
"4K","El Alfa, Darell & Noriel","4K","03:22","120.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEl%20Alfa,%20Darell%20&%20Noriel%20-%204K.mp3"
"4X4","Don Toliver","HARDSTONE PSYCHO","03:23","130.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20-%204X4.mp3"
"4X4","Travis Scott","Hip-Hop & RNB Singles (LDS 245)","03:24","143.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20-%204X4.mp3"
"5 Am in Toronto","Drake","Care Package","03:25","88.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%205%20Am%20in%20Toronto.mp3"
"5 TO 10","Don Toliver","HARDSTONE PSYCHO","03:14","128.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20-%205%20TO%2010.mp3"
"5% TINT","Travis Scott","ASTROWORLD","03:16","140.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20-%205%25%20TINT.mp3"
"50 Cent / I Get Money","50 Cent","50 Cent","03:44","92.3","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%2050%20Cent%20%20I%20Get%20Money.mp3"
"50 More Years of Hip Hop","KRS-One","Temple of Hip Hop: Global Awareness","03:04","137.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKRS-One%20-%2050%20More%20Years%20of%20Hip%20Hop.mp3"
"50 Shot Ya","50 Cent","Best of 50 Cent","04:02","86.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%2050%20Shot%20Ya.mp3"
"50 Ways","Eminem","Whiteowl Drop That 160","02:23","98.7","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEminem%20-%2050%20Ways.mp3"
"54 - Mavado, Popcaan, Sean Paul - Boom Bap Riddim (Prod. By Tedsmooth)","Funk Flex","Who You Mad At? Me Or Yourself?","06:31","102.0","8m","file://localhost/G:/My%20Drive/Music/Reggae/Funk%20Flex%20-%2054%20-%20Mavado,%20Popcaan,%20Sean%20Paul%20-%20Boom%20Bap%20Riddim%20(Prod.%20By%20Tedsmooth).mp3"
"6 AM","J Balvin feat. Farruko","La familia","04:37","88.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJ%20Balvin%20feat.%20Farruko%20-%206%20AM.mp3"
"6 Foot 7 Foot","Lil Wayne feat. Cory Gunz","Tha Carter IV (deluxe edition)","04:09","84.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Wayne%20feat.%20Cory%20Gunz%20-%206%20Foot%207%20Foot.mp3"
"6 God","Drake","6 God","03:02","105.5","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%206%20God.mp3"
"6 Man","Drake","If You’re Reading This It's Too Late","02:48","79.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%206%20Man.mp3"
"6 Minutes","Cassidy feat. Lil Wayne & Fabolous","I’m a Hustla","06:27","84.8","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCassidy%20feat.%20Lil%20Wayne%20&%20Fabolous%20-%206%20Minutes.mp3"
"6 Minutes","Ghostface Killah feat. Jim Jones, Sheek Louch & Harl3y","Set the Tone (Guns & Roses)","03:39","87.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGhostface%20Killah%20feat.%20Jim%20Jones,%20Sheek%20Louch%20&%20Harl3y%20-%206%20Minutes.mp3"
"6LESSINGS","Jessie Reyez & 6LACK","Hip-Hop & RNB Singles (LDS 246)","03:26","140.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJessie%20Reyez%20&%206LACK%20-%206LESSINGS.mp3"
"7 Days","Craig David","Warner Music Canada Promotional CD, Volume 460, October 2001","03:57","83.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCraig%20David%20-%207%20Days.mp3"
"7 Days","MEDUZA, Kevin de Vries","7 Days","03:27","128.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C7%20Days-(136k).mp3"
"7 Min Freestyle","21 Savage","Issa Album","07:12","100.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20-%207%20Min%20Freestyle.mp3"
"7 Minute Freestyle","Jay‐Z","Library of a Legend","07:07","90.3","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJay%E2%80%90Z%20-%207%20Minute%20Freestyle.mp3"
"7 rings","Ariana Grande","thank u, next","02:59","140.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAriana%20Grande%20-%207%20rings.mp3"
"712PM","Future","I NEVER LIKED YOU","02:53","147.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CFuture%20-%20712PM.mp3"
"8 Ball","Rj Payne","IF Cocaine Could Talk","02:47","81.4","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRj%20Payne%20-%208%20Ball.mp3"
"8 Days of Christmas","Destiny’s Child","8 Days Of Christmas","03:30","99.9","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDestiny%E2%80%99s%20Child%20-%208%20Days%20of%20Christmas.mp3"
"8 More Mile (G-Unit remix)","50 Cent","Greatest Hits","03:42","91.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%208%20More%20Mile%20(G-Unit%20remix).mp3"
"9","WILLOW feat. SZA","III","04:14","102.7","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWILLOW%20feat.%20SZA%20-%209.mp3"
"9 Piece","Rick Ross feat. T.I.","Ashes to Ashes","05:18","145.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRick%20Ross%20feat.%20T.I.%20-%209%20Piece.mp3"
"9 minute freestle","d-block",,"09:32","94.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5Cd-block%20-%209%20minute%20freestle.mp3"
"90210","Travis Scott feat. Kacy Hill","Rodeo","05:39","81.4","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20feat.%20Kacy%20Hill%20-%2090210.mp3"
"90s","Kybba, Bounty Killer, Kalash, Busy Signal, Barrington Levy","90s","03:30","100.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C90s-(139k).mp3"
"911 (LP version)","Wyclef Jean feat. Mary J. Blige","911","04:19","87.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWyclef%20Jean%20feat.%20Mary%20J.%20Blige%20-%20911%20(LP%20version).mp3"
":00","JJ Nobody and the Regulars","Rock 'n' Roll Doesn't End at 2:00","03:32","85.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJJ%20Nobody%20and%20the%20Regulars%20-%2000.mp3"
":et Me See Those Hands (Hot Mouth Remix) - LMP","Lazrtag","www.lomaximoproductions.com","02:15","128.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLazrtag%20-%20et%20Me%20See%20Those%20Hands%20(Hot%20Mouth%20Remix)%20-%20LMP.mp3"
"A B Y S S","1788-L & TYNAN","A B Y S S","03:33","88.5","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C1788-L%20&%20TYNAN%20-%20A%20B%20Y%20S%20S.mp3"
"A Better Future","David Bowie","Heathen","04:11","84.3","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDavid%20Bowie%20-%20A%20Better%20Future.mp3"
"A Couple Minutes","Olivia Dean","The Art of Loving","03:32","131.3","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COlivia%20Dean%20-%20A%20Couple%20Minutes.mp3"
"A Dios le pido","Juanes","Tr3s Presents MTV Unplugged","03:42","97.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJuanes%20-%20A%20Dios%20le%20pido.mp3"
"A Dream","Common feat. will.i.am","Freedom Writers: Music From the Motion Picture","03:36","103.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCommon%20feat.%20will.i.am%20-%20A%20Dream.mp3"
"A Dream","Jay‐Z feat. Faith Evans & Notorious B.I.G.","The Blueprint²: The Gift & The Curse","04:12","86.1","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJay%E2%80%90Z%20feat.%20Faith%20Evans%20&%20Notorious%20B.I.G.%20-%20A%20Dream.mp3"
"A Fool’s Dance","Phillip Phillips","The World From the Side of the Moon","04:34","133.3","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPhillip%20Phillips%20-%20A%20Fool%E2%80%99s%20Dance.mp3"
"A Great Big Sled","The Killers feat. Toni Halliday","(RED) Christmas EP","04:19","128.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Killers%20feat.%20Toni%20Halliday%20-%20A%20Great%20Big%20Sled.mp3"
"A Lonely Night","The Weeknd","Starboy","03:40","114.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Weeknd%20-%20A%20Lonely%20Night.mp3"
"A Love Song in English for You - Gillian's Song","Artis the Spoonman","...Entertain the Entertainers","03:17","110.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CArtis%20the%20Spoonman%20-%20A%20Love%20Song%20in%20English%20for%20You%20-%20Gillian's%20Song.mp3"
"A MILII VIP (SIDEPIECE TREAT)","SIDEPIECE",,"03:21","132.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CA%20MILII%20VIP%20(SIDEPIECE%20TREAT)-(132k).mp3"
"A Marshmallow World","Dean Martin","Christmas With Dino","02:48","108.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDean%20Martin%20-%20A%20Marshmallow%20World.mp3"
"A Million Blessings","Wizkid","Morayo","03:10","104.0","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWizkid%20-%20A%20Million%20Blessings.mp3"
"A Night Off","Drake feat. Lloyd","So Far Gone","03:14","104.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20feat.%20Lloyd%20-%20A%20Night%20Off.mp3"
"A Nuh Fi We Fault","Elephant Man","Reggae Hits, Volume 24","03:14","94.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CElephant%20Man%20-%20A%20Nuh%20Fi%20We%20Fault.mp3"
"A Pesar De Todo - LMP","Hector Rey","www.lomaximoproductions.com","05:15","94.3","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CHector%20Rey%20-%20A%20Pesar%20De%20Todo%20-%20LMP.mp3"
"A Place With No Name (original version)","Michael Jackson","Xscape","04:56","118.7","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMichael%20Jackson%20-%20A%20Place%20With%20No%20Name%20(original%20version).mp3"
"A Revolution Per Minute","Big Sugar feat. Jay Malinowski","Revolution Per Minute","05:06","78.5","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBig%20Sugar%20feat.%20Jay%20Malinowski%20-%20A%20Revolution%20Per%20Minute.mp3"
"A Sky Full of Stars","Coldplay","Ghost Stories Live 2014","04:14","125.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CColdplay%20-%20A%20Sky%20Full%20of%20Stars.mp3"
"A Song For You","Donny Hathaway","Donny Hathaway","05:26","94.4","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDonny%20Hathaway%20-%20A%20Song%20For%20You.mp3"
"A Tale of 2 Citiez","J. Cole","2014 Forest Hills Drive","04:30","95.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJ.%20Cole%20-%20A%20Tale%20of%202%20Citiez.mp3"
"A Thousand Years","Matt McAndrew","The Voice: A Thousand Years","03:56","142.5","4d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMatt%20McAndrew%20-%20A%20Thousand%20Years.mp3"
"A él","La Crítica","La Crítica: Salseros de corazón, vol. 3","03:45","87.8","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa%20Cr%C3%ADtica%20-%20A%20%C3%A9l.mp3"
"A mí me huele","Orquesta Mulenze","Salsa fever!","04:10","96.2","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COrquesta%20Mulenze%20-%20A%20m%C3%AD%20me%20huele.mp3"
"A mover la colita","Wilfrido Vargas","Wilfrido Vargas y sus consentidas","03:47","129.4","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWilfrido%20Vargas%20-%20A%20mover%20la%20colita.mp3"
"A pesar de la distancia","Hansel Camacho","De antología","05:18","111.7","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CHansel%20Camacho%20-%20A%20pesar%20de%20la%20distancia.mp3"
"A puro dolor","Son by Four","Salsa Hits 2001","04:24","93.0","8d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSon%20by%20Four%20-%20A%20puro%20dolor.mp3"
"A qué saben tus besos","Anthony Cruz","Para ti...","04:52","95.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAnthony%20Cruz%20-%20A%20qu%C3%A9%20saben%20tus%20besos.mp3"
"A ti volveré","Tito Rojas","Tito Rojas","05:15","88.7","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTito%20Rojas%20-%20A%20ti%20volver%C3%A9.mp3"
"A-Team","Travis Scott","A-Team","02:57","128.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20-%20A-Team.mp3"
"A.B.R.A. - (LAYZ Flip)","LAYZ",,"03:05","130.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CA.B.R.A.%20-%20(LAYZ%20Flip)-(128k).mp3"
"A.D.H.D","Kendrick Lamar","Section.80","03:36","79.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKendrick%20Lamar%20-%20A.D.H.D.mp3"
"ABC","The Jackson 5","ABC","02:58","94.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Jackson%205%20-%20ABC.mp3"
"ACHO PR","Bad Bunny, Arcángel, De La Ghetto & Ñengo Flow","nadie sabe lo que va a pasar mañana","06:00","82.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBad%20Bunny,%20Arc%C3%A1ngel,%20De%20La%20Ghetto%20&%20%C3%91engo%20Flow%20-%20ACHO%20PR.mp3"
"ADIVINO","Myke Towers & Bad Bunny","ADIVINO","04:37","118.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMyke%20Towers%20&%20Bad%20Bunny%20-%20ADIVINO.mp3"
"ALL RED","Playboi Carti","Hip-Hop & RNB Singles (LDS 244)","02:41","143.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20-%20ALL%20RED.mp3"
"ALL THE LOVE","Ye feat. Andre Troutman","BULLY","03:49","118.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYe%20feat.%20Andre%20Troutman%20-%20ALL%20THE%20LOVE.mp3"
"ALL THIS LUV ACCA.","DONELL JONES","ACAPELLAS #8","03:46","90.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDONELL%20JONES%20-%20ALL%20THIS%20LUV%20ACCA..mp3"
"AM","Nio García x Flow la Movie","AM","03:03","86.0","5d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNio%20Garc%C3%ADa%20x%20Flow%20la%20Movie%20-%20AM.mp3"
"ANOTR, Abel Balder - Relax My Eyes (Mr. Moudz Afro House Remix)","Afro Savanah",,"03:50","122.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CANOTR,%20Abel%20Balder%20-%20Relax%20My%20Eyes%20(Mr.%20Moudz%20Afro%20House%20Remix)-(132k).mp3"
"AROSE","Lyke","Armada Music 2021","04:03","124.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLyke%20-%20AROSE.mp3"
"ASAP","Danny Towers","ASAP","03:41","92.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDanny%20Towers%20-%20ASAP.mp3"
"ASTROTHUNDER","Travis Scott","ASTROWORLD","02:23","152.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20-%20ASTROTHUNDER.mp3"
"AT THE PARTY","Kid Cudi","INSANO","03:58","103.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKid%20Cudi%20-%20AT%20THE%20PARTY.mp3"
"ATLANTA TEARS","21 Savage & Lil Baby","WHAT HAPPENED TO THE STREETS?","04:02","82.5","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20&%20Lil%20Baby%20-%20ATLANTA%20TEARS.mp3"
"ATTITUDE","Don Toliver feat. Charlie Wilson & Cash Cobain","HARDSTONE PSYCHO","02:41","80.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20feat.%20Charlie%20Wilson%20&%20Cash%20Cobain%20-%20ATTITUDE.mp3"
"ATWA","System of a Down","Toxicity","02:59","88.4","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSystem%20of%20a%20Down%20-%20ATWA.mp3"
"AXIS","Tom Player","Close Your Eyes","03:52","80.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTom%20Player%20-%20AXIS.mp3"
"AYO","DAYLYT","East vs West '25","04:07","90.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDAYLYT%20-%20AYO.mp3"
"Abandoned Streets","Jordan F","Slipstream","10:30","86.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJordan%20F%20-%20Abandoned%20Streets.mp3"
"About Damn Time","Lizzo","Special","03:14","109.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLizzo%20-%20About%20Damn%20Time.mp3"
"Abracadabra","Young Thug & Travis Scott","Hip-Hop & RNB Singles (LDS 240)","04:43","81.5","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug%20&%20Travis%20Scott%20-%20Abracadabra.mp3"
"Abracadabra","Erykah Badu, The Alchemist","Before The World Blows","01:04","88.7","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAbracadabra-(132k).mp3"
"Absent","SG Lewis","Shivers","04:00","113.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSG%20Lewis%20-%20Absent.mp3"
"Abusadora","Wisin y Yandel","Latin Urban Kingz 2","03:01","115.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWisin%20y%20Yandel%20-%20Abusadora.mp3"
"Across the Open Sky","Real Deep","This Is Where We Begin","03:13","126.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAcross%20the%20Open%20Sky-(137k).mp3"
